 "s" , "p" , "o" ,
 "http://www.wikidata.org/entity/Q860861" , "http://www.w3.org/2000/01/rdf-schema#label" , "                   sculpture" ,
 "http://www.wikidata.org/entity/Q860861" , "http://www.w3.org/2000/01/rdf-schema#label" , "                       sculpture" ,
 "http://www.wikidata.org/entity/Q860861" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            sculpture" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , "drawing" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , " drawing" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , "          drawing" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , "            drawing" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , "             drawing" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , "               drawing" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , "                       drawing" ,
 "http://www.wikidata.org/entity/Q93184" , "http://www.w3.org/2000/01/rdf-schema#label" , "                        drawing" ,
 "http://www.wikidata.org/entity/Q1278452" , "http://www.w3.org/2000/01/rdf-schema#label" , "                 polyptych" ,
 "http://www.wikidata.org/entity/Q1278452" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            polyptych" ,
 "http://www.wikidata.org/entity/Q15711026" , "http://www.w3.org/2000/01/rdf-schema#label" , "          altarpiece" ,
 "http://www.wikidata.org/entity/Q15711026" , "http://www.w3.org/2000/01/rdf-schema#label" , "                        altarpiece" ,
 "http://www.wikidata.org/entity/Q15711026" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            altarpiece" ,
 "http://www.wikidata.org/entity/Q25631150" , "http://www.w3.org/2000/01/rdf-schema#label" , "                 fresco" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.wikidata.org/prop/direct/P580" , "1400-01-01T00:00:00.000Z" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.wikidata.org/prop/direct/P582" , "1650-01-01T00:00:00.000Z" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "     Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "       Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "            Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "             Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "               Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "                Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "                 Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "                        Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "                           Renaissance" ,
 "http://www.wikidata.org/entity/Q4692" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            Renaissance" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.wikidata.org/prop/direct/P580" , "1401-01-01T00:00:00.000Z" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.wikidata.org/prop/direct/P582" , "1500-01-01T00:00:00.000Z" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "        15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "         15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "           15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "            15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "             15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "                15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "                 15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "                        15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "                           15th century" ,
 "http://www.wikidata.org/entity/Q7018" , "http://www.w3.org/2000/01/rdf-schema#label" , "                            15th century" ,
 "http://www.wikidata.org/entity/Q7034" , "http://www.wikidata.org/prop/direct/P580" , "1301-01-01T00:00:00.000Z" ,
 "http://www.wikidata.org/entity/Q7034" , "http://www.wikidata.org/prop/direct/P582" , "1400-01-01T00:00:00.000Z" ,
 "http://www.wikidata.org/entity/Q7034" , "http://www.w3.org/2000/01/rdf-schema#label" , "                 14th century" ,
 "http://www.wikidata.org/entity/Q7034" , "http://www.w3.org/2000/01/rdf-schema#label" , "                        14th century" ,
 "http://www.wikidata.org/entity/Q7034" , "http://www.w3.org/2000/01/rdf-schema#label" , "                           14th century" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Selected Bibliography:
Warburg, A. (1966). La rinascita del paganesimo antico: Contributi alla storia della cultura (Gesammelte Schriften, 1932),  Firenze: La Nuova Italia;
Warburg, A. (1998). Il rituale del serpente. Una relazione di viaggio (conferenza tenuta nel 1929). Milano: Adelphi;
Warburg, A., Gesammelte Schriften. Studien Ausgaben, hrsg. von H. Bredekamp, M. Diers, K.W. Forster, N. Mann, S. Settis, M. Warnke, Akademie Verlag, Berlin 1998.
Warburg, A. Der Bilderatlas Mnemosyne, hrsg. von M. Warnke und C. Brink, Akademie Verlag, Berlin 2000;
Warburg, A. Tagebuch der Kulturwissenschaftlichen Bibliothek Warburg, hrsg. von K. Michels, C. Schoell-Glass, Akademie Verlag, Berlin 2001;
Warburg, A. Presença do Antigo: escritos inéditos. Vol. I, Prefácio de M. Ghelardi, organização, tradução e notas de C. Fernandes, Unicamp, Campinas 2018;
Warburg, A. El renacimiento del paganismo: aportaciones a la historia cultural del Renacimiento europeo, con la Introducción de K.W. Forster (1999), Prólogo a la edición castellana de F. Pereda, Prólogo de G. Bing (1965), edición de F. Pereda, tr. esp. de E. Sánchez, F. Pereda, Alianza Editorial, Madrid 2005;
Warburg, A. The Renewal of Pagan Antiquity, edited by K.W. Forster, eng. trans. by D. Britt, K.W. Forster, Getty Research Institute for the History of Art and the Humanities, Los Angeles 1999;
Warburg, A. A renovação da Antiguidade Pagã: contribuições científico-culturais para a história do Renascimento europeu, com H. Bredekamp, M. Diers, Prefácio à edição de estudos, 1998, G. Bing, Prefácio à edição de 1932, tr. port. de M. Hediger, Contraponto, Rio de Janeiro 2013;
Warburg, A. (2002). Mnemosyne. L'Atlante delle immagini. Torino: Aragno;
Warburg, A. (2003). La 'Nascita di Venere' e la 'Primavera' di Sandro Botticelli: Ricerche sull'immagine dell'antichità nel primo Rinascimento italiano (testo del 1893). Milano: Abscondita;
Warburg, A., & Cassirer, E., M. Ghelardi (Ed.). (2003). Il mondo di ieri: Lettere. Torino: Aragno;
Warburg, A. (2004). Opere I: La rinascita del paganesimo antico e altri scritti (1889-1914). Torino: Aragno;
Warburg, A., & Bing, G. (2005). Diario romano (1928-1929). Torino: Aragno;
Binswanger, L., Warburg, A. (2005). La guarigione infinita: Storia clinica di Aby Warburg. Vicenza: Neri Pozza;
Warburg, A. (2006). Arte e Astrologia nel Palazzo Schifanoia di Ferrara. Milano: Abscondita; 
Warburg, A. (2006). Gli Hopi: La sopravvivenza dell'umanità primitiva nella cultura degli Indiani dell'America del Nord. Torino: Aragno;
Warburg, A. (2007). Opere II: La rinascita del paganesimo antico e altri scritti (1917-1929). Torino: Aragno;
Warburg, A., Stimilli, D. & Wedepohl, C. (Eds.). (2009). Per monstra ad sphaeram. Milano: Abscondita;
Warburg, A., Werke in einem Band, Auf der Grundlage der Manuskripte und Handexemplare, hrsg. von M. Treml, S. Weigel, P. Ladwig, Suhrkamp Verlag, Berlin 2010;
Warburg, A., Müller, S. (Ed.). (2011). Frammenti sull'espressione. Pisa: Edizioni della Normale;
Warburg, A. Calabrese S., & Uboldi, S. (Eds.). (2011). Immagini permanenti: Saggi su arte e divinazione. Bologna: Archetipolibri; 
Warburg, A., Bilderreihen und Ausstellungen, hrsg. von U. Fleckner, I. Woldt, Akademie Verlag, Berlin 2012;
Warburg, A.Il primo Rinascimento italiano: Sette conferenze inedite, Targia, G. (Ed.). (2013).  Torino: Aragno;
Warburg, A. (2015). Arte del ritratto e borghesia fiorentina, seguito da Le ultime volonta di Francesco Sassetti. Milano: Abscondita;
Warburg, A. (2019). Astrologica: Saggi e appunti 1908-1929, introduzione. M. Ghelardi (Ed.). Torino: Einaudi;" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Salerno, L. (1956). Il Seicento Europeo. Roma: De Luca;
Salerno, L. (1959). Altari barocchi in Roma. Roma: Banco di Roma;
Salerno. L. (1963). Salvator Rosa. Milano: Edizioni per il Club del Libro;
Salerno, L. (1988). I Dipinti del Guercino. Roma: Bozzi;
Salerno, L. (1968). Roma communis patria. Bologna: Cappelli;
Salerno, L. (1973). Via Giulia una utopia urbanistica. Roma: Staderini;
Salerno, L. (1991). I Pittori di Vedute in Italia. Roma: Bozzi;" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Steinberg, L. (1960). San Carlo alle quattro Fontane. New York: New York University;
Steinberg, L. (1963). Jasper Johns. New York: Wittenborn;
Steinberg, L. (1972). Other Criteria: Confrontations with Twentieth-century Art. New York: Oxford University Press;
Steinberg, L. (1975). Michelangelo's Last Paintings: the Conversion of St. Paul and the Crucifixion of St. Peter in the Cappella Paolina, Vatican Palace. London: Phaidon;
Steinberg, L. (1977). Borromini's San Carlo alle Quattro Fontane. New York: Garland Park; 
Steinberg, L. (1983). The Sexuality of Christ in Renaissance Art and in Modern Oblivion. New York: Pantheon Books;
Steinberg, L. (2001). Leonardo's Incessant Last Supper. New York: Zone Books;" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Venturi, A. (1882). La R. Galleria Estense in Modena. Modena: Toschi & C.;
Venturi, A. (1896). Tesori d'arte inediti di Roma. Roma: Anderson;
Venturi, A. (1901). Storia dell'arte italiana. Milano: Hoepli; 
Venturi, A. (1906). La Galleria Sterbini in Roma: saggio illustrativo. Roma: Casa Ed. De L'arte;
Venturi, A. (1914). Un' opera sconosciuta di Leon Battista Alberti. Roma: Tip. Unione Ed.; 
Venturi, A. (1922). Le opere primitive di Leon Battista Alberti. Roma: La poligrafica nazionale; 
Venturi, A. (1922). Per Leonardo da Vinci. Roma: Casa editrice de L'Arte; 
Venturi, A. (1921). Piero della Francesca. Firenze: Alinari; 
Venturi, A. (1926). Correggio. Roma: A. Stock; 
Venturi, A. (1927). Memorie autobiografiche. Milano: Hoepli;

" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Krautheimer, R. (1925). Die Kirchen der Bettelorden in Deutschland, 1240-1340. Cologne: Marcan; 
Krautheimer, R. (1927). Mittelalterliche Synagogen. Berlin: Frankfurter Verl.-Anst.; 
Krautheimer, R. (1936). Opicinus de Canistris; Weltbild und Bekenntnisse eines avignonesischen Klerikers des 14. Jahrhunderts. London: The Warburg Institute;
Krautheimer, R., Frankl, W., Corbett, S., & Frazer, A. (1937-1980). Corpus Basilicarum Christianarum Romae: The Early Christian Basilicas of Rome (IV-IX Centuries). 5 voll. Vatican City: Pontificio istituto di archeologia cristiana; 
Krautheimer, R. (1942). The Carolingian Revival of Early Christian Architecture. Art Bulletin 24, 1-38; 
Krautheimer, R. (1980). Rome: Profile of a City, 312-1308, Princeton: Princeton University Press; 
Krautheimer, R., & Krautheimer-Hess, T. (1956). Lorenzo Ghiberti. Princeton, Princeton University Press; 
Krautheimer, R. (1965). Early Christian and Byzantine Architecture. Harmondsworth: Penguin Books; 
Krautheimer, R. (1971). Ghiberti's Bronze Doors. Princeton: Princeton University Press; 
Krautheimer, R. (1983). Three Christian Capitals: Topography and Politics. Berkeley: University of California Press; 
Krautheimer, R. (1985). The Rome of Alexander VII, 1655-1667. Princeton: Princeton University Press;" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Berenson, B., Vertova, L., & Mariano, N. (1961). I disegni dei pittori fiorentini. Milano: Electa; 
Vertova, L. (1975). Bernardino Licinio. In G. A. Dell'Acqua (Ed.), I pittori bergamaschi dal XIII al XIX secolo (3.1, pp. 373-467). Bergamo: Bolis; 
Vertova, L. (1976). Giulio Licinio. In G. A. Dell'Acqua (Ed.), I pittori bergamaschi dal XIII al XIX secolo (3. 2.: pp. 515-589). Bergamo: Bolis; 
Vertova, L. (1983). Carlo Ceresa: un pittore bergamasco nel '600. Bergamo: Azienda autonoma di turismo; 
Vertova, L. (1984). Carlo Ceresa : tutte le opere, in G. A. Dell'Acqua & P. Zampetti (Eds.), I pittori bergamaschi: dal XIII al XIX secolo (4.2, pp. 403-757). Bergamo: Bolis; 
Nicolson, B., & Vertova, L. (1989). Caravaggism in Europe. Torino: Allemandi;" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Middeldorf, U., & Goetz, O. (1944). Medals and Plaquettes from the Sigmund Morgenroth Collection. Chicago: Art Insitute; 
Middeldorf, U. (1945). Raphael's Drawings. New York: Bittner; 
Middeldorf, U. (1964). Die Dossi in Rom. Berlin; 
Middeldorf, U. (1968). Ulrich Middeldorf bibliographie 1923 - 1967. Berlin: De Gruyter; 
Middeldorf, U., Procacci, U., & Wolfram, P. (1971). Die Sammlung der Selbstbildnisse in den Uffizien. Berlin: Mann; 
Middeldorf, U. (1973). Alcuni sigilli pisani del Trecento. Firenze: Editrice Edam;
Middeldorf, U. (1975). Biblioteca di disegni: twenty-eight volumes of drawings by italian masters from the XVth to the XVIIIth century (3rd ed.), Florence: Alinari; 
Middeldorf, U. (1978). Due inediti di Thomas Patch. Firenze: L.O. Olschki;
Middeldorf, U. (1979-80). Raccolta di scritti, 1924-1979 (3rd ed.). Firenze: SPES; 
Middeldorf, U. (1976). Sculptures from the Samuel Kress Collection-European Schools 14th - 19th Century. London: Phaidon;  
Middeldorf, U. (1980). A short critique of art criticism: an essay on method (1944). Studies in iconography, 6, 137-165;
Middeldorf, U. (1981). Fifty mortars: a catalogue. Firenze: Studio per edizioni scelte; 
Middeldorf, U., & Stiebral, D. (1983). Renaissance medals and plaquettes. Florence: Studio per Ed. Scelte; 
Middeldorf, U. (1983). Raphael and the ruins of Rome: the poetic dimension: in memory of Ulrich Middeldorf 1901 - 1983. Urbana-Champaign;
" ,
 "https://w3id.org/artchives/artHistorianBibliography" , "http://www.w3.org/2000/01/rdf-schema#label" , "Waterhouse, E. (c 1978). Painting in Britain 1530-1790. Harmondsworth: Penguin;
Waterhouse, E. (c 1981). The Dictionary of British 18th Century Painters in Oils and Crayons. Woodbridge: Antique Collector's Club;
Waterhouse, E. (1953). Giorgione. London: Penguin Books;
Waterhouse, E. (1966). Gainsborough: Spring Books;
Waterhouse, E. (1976). Roman baroque painting: a list of the principle painters and their works in and around Rome: with an introductory essay. Oxford: Phaidon;" ,
